listing_id,property_id,city,state,locality,property_type,bhk,bedrooms,bathrooms,carpet_area_sqft,built_up_area_sqft,super_built_up_sqft,price_per_sqft,total_price_inr,total_price_lakh,furnishing_status,possession_status,floor_number,total_floors,age_of_property_years,facing,amenities_count,amenities,builder_name,transaction_type,listing_date,days_on_market,price_negotiable,loan_available,parking_count,rera_registered,listing_source
RES100090,PROP504390,Hyderabad,Telangana,Banjara Hills,Builder Floor,5,5,5,2710,3116,3388,8273,22400000,224,Unfurnished,Ready to Move,3,3,15,South,6,Swimming Pool|Power Backup|Children Play Area|Garden|Lift|24x7 Security,Shapoorji Pallonji,Resale,20-05-2024,333,Yes,Yes,2,Yes,99acres
RES100091,PROP504410,Surat,Gujarat,Althan,Studio,2,2,3,1720,1978,2150,3382,5800000,58,Unfurnished,Under Construction,10,36,16,South-West,3,Power Backup|Club House|Jogging Track,Sobha Limited,New Property,07-07-2025,46,Yes,Yes,1,Yes,Owner
RES100092,PROP502735,Surat,Gujarat,Dindoli,Penthouse,4,4,5,2148,2470,2685,3702,8000000,80,Furnished,Ready to Move,8,11,10,South,3,Jogging Track|Garden|Children Play Area,Sobha Limited,Resale,28-03-2024,145,Yes,Yes,0,Yes,Housing.com
RES100093,PROP501589,Coimbatore,Tamil Nadu,Zone J,Row House,2,2,3,1755,2018,2194,4069,7100000,71,Furnished,Under Construction,11,16,19,North,4,Club House|Swimming Pool|Gym|Jogging Track,Shapoorji Pallonji,Resale,02-01-2023,270,Yes,Yes,1,Yes,99acres
RES100094,PROP500861,Kochi,Kerala,Zone C,Builder Floor,4,4,5,2320,2668,2900,3390,7900000,79,Unfurnished,Under Construction,5,7,10,South,3,Car Parking|Power Backup|Garden,Kolte Patil,Resale,16-06-2024,40,Yes,Yes,1,No,NoBroker
RES100095,PROP504569,Visakhapatnam,Andhra Pradesh,Zone F,Builder Floor,3,3,4,2005,2306,2506,4030,8100000,81,Unfurnished,Under Construction,19,19,9,North-East,6,Club House|Garden|Car Parking|Swimming Pool|Jogging Track|Children Play Area,Phoenix Mills,New Property,10-10-2022,244,Yes,Yes,1,No,Owner
RES100096,PROP504176,Visakhapatnam,Andhra Pradesh,Zone H,Builder Floor,3,3,4,1951,2244,2439,3417,6700000,67,Semi-Furnished,Ready to Move,25,36,6,North,5,Lift|Gym|Power Backup|Children Play Area|Car Parking,Godrej Properties,New Property,15-11-2023,354,No,Yes,1,Yes,NoBroker
RES100097,PROP501512,Nagpur,Maharashtra,Zone J,Villa,3,3,4,2185,2513,2731,4579,10000000,100,Unfurnished,New Launch,1,28,9,South-West,6,Swimming Pool|Lift|Car Parking|Club House|24x7 Security|Jogging Track,Kolte Patil,New Property,30-07-2025,353,Yes,No,1,Yes,NoBroker
RES100098,PROP503004,Hyderabad,Telangana,Banjara Hills,Villa,4,4,5,2254,2592,2818,6656,15000000,150,Unfurnished,New Launch,2,30,24,West,7,Power Backup|Swimming Pool|Gym|Car Parking|Club House|24x7 Security|Jogging Track,Prestige Group,New Property,07-02-2024,303,Yes,Yes,1,No,Owner
RES100099,PROP503162,Coimbatore,Tamil Nadu,Zone E,Studio,5,5,5,2492,2866,3115,3291,8200000,82,Furnished,Under Construction,17,18,14,East,5,Gym|Power Backup|Lift|Swimming Pool|Club House,Brigade Group,Resale,10-01-2023,53,Yes,Yes,1,Yes,MagicBricks
RES100100,PROP502026,Surat,Gujarat,Dindoli,Penthouse,2,2,3,1934,2224,2418,3296,6400000,64,Furnished,Under Construction,5,26,22,South,5,Power Backup|Car Parking|Jogging Track|24x7 Security|Gym,Lodha Group,Resale,28-08-2022,104,Yes,Yes,2,Yes,NoBroker
RES100101,PROP503530,Bangalore,Karnataka,Whitefield,Villa,1,1,2,1290,1483,1612,7052,9100000,91,Unfurnished,New Launch,10,27,9,North-West,3,Children Play Area|Power Backup|Garden,Kolte Patil,New Property,28-12-2022,23,No,Yes,1,No,Housing.com
RES100102,PROP502503,Hyderabad,Telangana,Kondapur,Row House,1,1,2,1345,1547,1681,8153,11000000,110,Furnished,New Launch,15,36,4,North-West,4,Garden|Car Parking|Club House|Jogging Track,Prestige Group,Resale,29-05-2025,350,Yes,Yes,2,No,Housing.com
RES100103,PROP501687,Mumbai,Maharashtra,Bandra,Row House,3,3,4,2091,2405,2614,21035,44000000,440,Semi-Furnished,Ready to Move,18,28,23,North-East,3,Garden|Club House|Children Play Area,Mahindra Lifespaces,New Property,11-08-2024,329,Yes,Yes,1,No,99acres
RES100104,PROP505955,Pune,Maharashtra,Baner,Independent House,3,3,4,1822,2095,2278,10903,19900000,199,Semi-Furnished,Under Construction,14,25,2,South-West,8,Garden|Swimming Pool|Club House|Car Parking|Children Play Area|Jogging Track|24x7 Security|Gym,Omaxe,New Property,03-12-2022,186,Yes,Yes,1,Yes,99acres
RES100105,PROP500439,Kolkata,West Bengal,Jadavpur,Apartment,5,5,5,2488,2861,3110,10079,25100000,251,Semi-Furnished,New Launch,19,25,5,North-East,8,Garden|Gym|Lift|Power Backup|Jogging Track|Car Parking|Swimming Pool|Children Play Area,Omaxe,New Property,14-06-2023,357,Yes,Yes,1,Yes,NoBroker
RES100106,PROP504686,Lucknow,Uttar Pradesh,Zone G,Builder Floor,3,3,4,1956,2249,2445,3495,6800000,68,Unfurnished,New Launch,5,18,16,North,6,Jogging Track|Power Backup|24x7 Security|Club House|Swimming Pool|Garden,Emaar India,Resale,18-03-2022,140,Yes,Yes,1,Yes,Owner
RES100107,PROP502991,Bhopal,Madhya Pradesh,Zone B,Penthouse,3,3,4,1738,1999,2172,4216,7300000,73,Unfurnished,New Launch,4,4,6,South,7,Jogging Track|Power Backup|Lift|Swimming Pool|Car Parking|24x7 Security|Gym,Mahindra Lifespaces,New Property,06-03-2024,306,Yes,Yes,0,No,99acres
RES100108,PROP504752,Chennai,Tamil Nadu,Porur,Villa,1,1,2,1496,1720,1870,7812,11700000,117,Furnished,Under Construction,14,34,11,East,4,Jogging Track|Club House|Lift|Power Backup,Shapoorji Pallonji,Resale,30-06-2023,59,Yes,Yes,1,Yes,99acres
RES100109,PROP501702,Visakhapatnam,Andhra Pradesh,Zone A,Studio,2,2,3,1830,2104,2288,4245,7800000,78,Unfurnished,Under Construction,1,26,15,North-West,6,Swimming Pool|24x7 Security|Children Play Area|Gym|Lift|Car Parking,Prestige Group,Resale,04-06-2023,9,No,Yes,2,Yes,MagicBricks
RES100110,PROP501002,Kochi,Kerala,Zone I,Independent House,2,2,3,1796,2065,2245,4021,7200000,72,Unfurnished,Under Construction,7,29,1,East,3,Gym|Lift|Power Backup,DLF,New Property,05-08-2022,272,Yes,Yes,1,No,99acres
RES100111,PROP500608,Indore,Madhya Pradesh,Zone E,Row House,5,5,5,2879,3311,3599,4220,12100000,121,Unfurnished,Under Construction,25,26,0,West,6,Car Parking|Power Backup|Garden|Club House|Swimming Pool|Lift,Raymond Realty,Resale,06-04-2023,311,No,Yes,2,No,MagicBricks
RES100112,PROP501809,Chennai,Tamil Nadu,Nungambakkam,Independent House,3,3,4,1887,2170,2359,6615,12500000,125,Semi-Furnished,New Launch,2,3,15,South-East,7,Children Play Area|Garden|Swimming Pool|Gym|24x7 Security|Power Backup|Car Parking,Hiranandani,New Property,22-10-2025,247,Yes,Yes,1,Yes,MagicBricks
RES100113,PROP503112,Vadodara,Gujarat,Zone G,Independent House,3,3,4,1805,2076,2256,3235,5800000,58,Furnished,Under Construction,18,23,13,North-West,6,Jogging Track|Swimming Pool|24x7 Security|Car Parking|Lift|Gym,Shapoorji Pallonji,New Property,22-08-2024,187,No,Yes,0,Yes,MagicBricks
RES100114,PROP500241,Pune,Maharashtra,Hinjewadi,Studio,2,2,3,1802,2072,2252,8495,15300000,153,Semi-Furnished,Under Construction,13,15,20,North,6,Gym|Club House|Car Parking|Lift|24x7 Security|Garden,Phoenix Mills,New Property,12-10-2025,389,Yes,Yes,1,No,99acres
RES100115,PROP500696,Bhopal,Madhya Pradesh,Zone E,Villa,3,3,4,2240,2576,2800,3312,7400000,74,Unfurnished,New Launch,3,35,2,West,6,Gym|Car Parking|Power Backup|Club House|Children Play Area|Lift,Lodha Group,New Property,26-11-2022,212,Yes,Yes,1,Yes,Owner
RES100116,PROP503078,Mumbai,Maharashtra,Powai,Independent House,3,3,4,1733,1993,2166,19144,33200000,332,Unfurnished,New Launch,1,9,2,North-West,7,Garden|Jogging Track|Children Play Area|Swimming Pool|Lift|24x7 Security|Club House,Tata Housing,New Property,17-02-2022,318,Yes,Yes,0,No,MagicBricks
RES100117,PROP504513,Lucknow,Uttar Pradesh,Zone J,Villa,1,1,2,1538,1769,1922,4495,6900000,69,Furnished,New Launch,5,5,0,North-West,8,Children Play Area|Lift|24x7 Security|Car Parking|Club House|Swimming Pool|Gym|Jogging Track,Godrej Properties,New Property,13-05-2024,298,Yes,No,1,Yes,NoBroker
RES100118,PROP503551,Bangalore,Karnataka,Indiranagar,Villa,3,3,4,1909,2195,2386,6981,13300000,133,Unfurnished,Under Construction,12,31,14,North,4,Car Parking|Jogging Track|Power Backup|Children Play Area,DLF,Resale,24-04-2022,73,Yes,Yes,1,Yes,Housing.com
RES100119,PROP501610,Mumbai,Maharashtra,Powai,Studio,2,2,3,1968,2263,2460,22073,43400000,434,Furnished,New Launch,5,19,18,South-East,3,Club House|Swimming Pool|Lift,Kolte Patil,New Property,25-11-2024,316,Yes,Yes,1,No,Owner
RES100120,PROP504154,Jaipur,Rajasthan,Sirsi Road,Studio,3,3,4,1708,1964,2135,4194,7200000,72,Furnished,Ready to Move,16,20,7,South-West,5,24x7 Security|Power Backup|Swimming Pool|Children Play Area|Jogging Track,Godrej Properties,Resale,08-01-2024,316,Yes,Yes,1,Yes,Housing.com
RES100121,PROP502073,Hyderabad,Telangana,Jubilee Hills,Apartment,2,2,3,1730,1989,2162,7988,13800000,138,Unfurnished,Ready to Move,11,27,18,South,5,Lift|Gym|Power Backup|Garden|24x7 Security,Sobha Limited,Resale,28-12-2023,118,Yes,Yes,1,Yes,Housing.com
RES100122,PROP502859,Lucknow,Uttar Pradesh,Zone J,Builder Floor,2,2,3,1708,1964,2135,3501,6000000,60,Semi-Furnished,Under Construction,10,19,5,West,8,Car Parking|Lift|Gym|Swimming Pool|Children Play Area|Garden|Club House|Power Backup,Godrej Properties,Resale,15-11-2022,341,Yes,Yes,0,Yes,NoBroker
RES100123,PROP505696,Bangalore,Karnataka,Electronic City,Studio,3,3,4,2012,2314,2515,7009,14100000,141,Unfurnished,Under Construction,26,28,7,East,4,Children Play Area|Power Backup|Car Parking|Swimming Pool,Hiranandani,Resale,01-09-2024,169,Yes,No,0,No,Housing.com
RES100124,PROP504132,Pune,Maharashtra,Viman Nagar,Studio,2,2,3,1710,1966,2138,6731,11500000,115,Semi-Furnished,Under Construction,2,3,13,South-East,6,Swimming Pool|Lift|24x7 Security|Jogging Track|Gym|Power Backup,Prestige Group,New Property,25-08-2022,311,Yes,Yes,2,Yes,NoBroker
RES100125,PROP502254,Delhi,Delhi,Saket,Builder Floor,3,3,4,2106,2422,2632,8445,17800000,178,Unfurnished,Ready to Move,19,23,17,South-East,6,Car Parking|Children Play Area|Garden|24x7 Security|Jogging Track|Club House,Omaxe,New Property,10-03-2022,261,Yes,Yes,2,Yes,MagicBricks
RES100126,PROP503305,Bangalore,Karnataka,Electronic City,Builder Floor,1,1,2,1567,1802,1959,7597,11900000,119,Unfurnished,New Launch,1,16,20,South,3,Power Backup|Car Parking|Jogging Track,DLF,Resale,16-11-2023,119,Yes,No,0,Yes,Owner
RES100127,PROP503874,Ahmedabad,Gujarat,Satellite,Studio,3,3,4,1617,1860,2021,5675,9200000,92,Unfurnished,New Launch,4,19,15,South-West,5,Car Parking|Jogging Track|Garden|Power Backup|Club House,Hiranandani,New Property,05-05-2025,98,Yes,Yes,2,Yes,NoBroker
RES100128,PROP505901,Kolkata,West Bengal,Jadavpur,Villa,3,3,4,1769,2034,2211,11315,20000000,200,Semi-Furnished,Ready to Move,6,10,10,South,3,Car Parking|24x7 Security|Lift,Phoenix Mills,Resale,02-11-2024,346,Yes,Yes,1,Yes,Owner
RES100129,PROP500777,Jaipur,Rajasthan,Mansarovar,Builder Floor,3,3,4,2140,2461,2675,4586,9800000,98,Unfurnished,Under Construction,18,24,3,South,5,Children Play Area|24x7 Security|Club House|Car Parking|Power Backup,Godrej Properties,New Property,05-09-2023,80,No,Yes,0,Yes,Housing.com
RES100130,PROP503908,Delhi,Delhi,Connaught Place,Row House,1,1,2,1293,1487,1616,7472,9700000,97,Furnished,Under Construction,20,34,18,North,4,Garden|Club House|Jogging Track|Lift,Prestige Group,Resale,12-04-2025,292,Yes,Yes,2,Yes,Owner
RES100131,PROP500783,Bhopal,Madhya Pradesh,Zone D,Penthouse,1,1,2,1601,1841,2001,4484,7200000,72,Semi-Furnished,Ready to Move,25,27,8,South-West,7,Gym|Power Backup|Lift|Jogging Track|Garden|Swimming Pool|Children Play Area,Sobha Limited,New Property,05-05-2022,393,Yes,No,2,Yes,99acres
RES100132,PROP504813,Patna,Bihar,Zone D,Villa,1,1,2,1642,1888,2052,4155,6800000,68,Semi-Furnished,New Launch,3,3,0,South-West,5,Club House|Gym|24x7 Security|Children Play Area|Garden,Lodha Group,Resale,22-11-2022,17,Yes,Yes,2,No,99acres
RES100133,PROP502035,Chandigarh,Chandigarh,Zone D,Independent House,5,5,5,2709,3115,3386,4454,12100000,121,Furnished,Ready to Move,5,39,10,North-East,3,24x7 Security|Club House|Jogging Track,Hiranandani,Resale,19-06-2024,18,Yes,Yes,2,Yes,NoBroker
RES100134,PROP501481,Chandigarh,Chandigarh,Zone E,Villa,2,2,3,1465,1685,1831,4074,6000000,60,Semi-Furnished,New Launch,14,32,12,North,6,24x7 Security|Club House|Swimming Pool|Lift|Gym|Car Parking,Emaar India,Resale,26-01-2024,207,Yes,Yes,1,No,Owner
RES100135,PROP503474,Surat,Gujarat,Bhatar,Row House,3,3,4,2157,2481,2696,3580,7700000,77,Furnished,Ready to Move,2,8,7,North,5,Power Backup|Jogging Track|Car Parking|Club House|Garden,Kolte Patil,Resale,10-10-2022,112,Yes,Yes,2,Yes,MagicBricks
RES100136,PROP500098,Ahmedabad,Gujarat,Chandkheda,Villa,4,4,5,2335,2685,2919,5830,13600000,136,Unfurnished,New Launch,13,32,4,South-West,6,Power Backup|Car Parking|Children Play Area|Gym|Garden|Jogging Track,Lodha Group,New Property,01-02-2025,209,Yes,Yes,0,No,NoBroker
RES100137,PROP502843,Kolkata,West Bengal,Behala,Apartment,4,4,5,2279,2621,2849,9978,22700000,227,Furnished,Ready to Move,6,16,1,West,4,Garden|Club House|Power Backup|Lift,Tata Housing,Resale,27-08-2025,339,No,Yes,0,Yes,Owner
RES100138,PROP503800,Bangalore,Karnataka,Hebbal,Apartment,3,3,4,2114,2431,2642,7845,16600000,166,Unfurnished,New Launch,1,17,0,North,8,Swimming Pool|Children Play Area|Jogging Track|Power Backup|Gym|Garden|24x7 Security|Club House,Lodha Group,Resale,09-04-2022,261,No,No,1,Yes,NoBroker
RES100139,PROP505673,Delhi,Delhi,Vasant Kunj,Penthouse,1,1,2,1329,1528,1661,9704,12900000,129,Semi-Furnished,Ready to Move,25,26,10,South-East,4,Lift|24x7 Security|Car Parking|Garden,Tata Housing,Resale,15-04-2022,366,Yes,Yes,1,Yes,Owner
RES100140,PROP500433,Ahmedabad,Gujarat,SG Highway,Studio,5,5,5,2289,2632,2861,4745,10900000,109,Semi-Furnished,Under Construction,15,16,23,East,7,24x7 Security|Children Play Area|Jogging Track|Car Parking|Club House|Gym|Swimming Pool,Lodha Group,Resale,28-05-2025,358,Yes,No,1,Yes,MagicBricks
RES100141,PROP502559,Lucknow,Uttar Pradesh,Zone J,Independent House,3,3,4,1822,2095,2278,4497,8200000,82,Furnished,New Launch,6,12,2,North,4,Lift|Children Play Area|24x7 Security|Garden,Prestige Group,Resale,25-10-2023,112,Yes,Yes,0,Yes,Housing.com
RES100142,PROP504202,Surat,Gujarat,Dindoli,Builder Floor,2,2,3,1574,1810,1968,3964,6200000,62,Semi-Furnished,Under Construction,7,9,22,South-East,3,Jogging Track|Gym|24x7 Security,Raymond Realty,New Property,04-05-2023,7,No,Yes,1,Yes,Housing.com
RES100143,PROP504562,Kolkata,West Bengal,Ballygunge,Villa,1,1,2,1786,2054,2232,10587,18900000,189,Furnished,Ready to Move,7,33,18,North-West,4,Club House|Garden|Gym|Lift,Tata Housing,Resale,08-11-2022,216,No,Yes,2,Yes,99acres
RES100144,PROP501480,Surat,Gujarat,Udhna,Studio,1,1,2,1380,1587,1725,3880,5400000,54,Semi-Furnished,New Launch,16,31,15,North-East,4,Car Parking|Gym|Swimming Pool|Children Play Area,Raymond Realty,New Property,13-07-2025,166,No,Yes,0,Yes,MagicBricks
RES100145,PROP503623,Chennai,Tamil Nadu,Velachery,Row House,3,3,4,2156,2479,2695,6954,15000000,150,Semi-Furnished,Ready to Move,6,14,0,South-East,7,Swimming Pool|24x7 Security|Children Play Area|Lift|Garden|Power Backup|Gym,Lodha Group,Resale,27-04-2023,279,Yes,Yes,2,Yes,NoBroker
RES100146,PROP502812,Indore,Madhya Pradesh,Zone H,Villa,3,3,4,2306,2652,2882,3339,7700000,77,Semi-Furnished,Under Construction,9,15,14,West,6,Club House|Garden|Gym|Jogging Track|Swimming Pool|Children Play Area,Emaar India,Resale,12-02-2025,100,No,Yes,0,Yes,NoBroker
RES100147,PROP502291,Delhi,Delhi,Greater Kailash,Studio,5,5,5,2768,3183,3460,7661,21200000,212,Unfurnished,New Launch,10,23,1,South-West,6,Gym|Lift|Swimming Pool|Car Parking|Children Play Area|Club House,Brigade Group,Resale,07-07-2024,35,Yes,Yes,1,No,NoBroker
RES100148,PROP500173,Hyderabad,Telangana,Madhapur,Independent House,2,2,3,1900,2185,2375,7901,15000000,150,Furnished,Ready to Move,4,31,4,North-West,7,Car Parking|Jogging Track|Gym|Club House|Children Play Area|24x7 Security|Garden,Brigade Group,New Property,19-12-2025,317,Yes,No,1,Yes,MagicBricks
RES100149,PROP502451,Delhi,Delhi,Hauz Khas,Row House,3,3,4,1980,2277,2475,7116,14100000,141,Unfurnished,Ready to Move,1,26,13,South,7,Gym|Jogging Track|Car Parking|Lift|Garden|Club House|Power Backup,Brigade Group,New Property,02-05-2023,188,Yes,Yes,1,Yes,NoBroker
RES100150,PROP501045,Lucknow,Uttar Pradesh,Zone B,Independent House,2,2,3,1560,1794,1950,4141,6500000,65,Furnished,Ready to Move,2,32,21,North-East,4,Power Backup|Jogging Track|Car Parking|Gym,Godrej Properties,Resale,20-05-2025,259,No,Yes,0,No,MagicBricks
RES100151,PROP505920,Bangalore,Karnataka,Whitefield,Penthouse,5,5,5,2450,2818,3062,7586,18600000,186,Unfurnished,Ready to Move,11,12,22,North-East,7,Gym|Power Backup|Lift|Club House|Children Play Area|Jogging Track|Car Parking,Lodha Group,Resale,20-04-2024,144,Yes,No,1,Yes,Owner
RES100152,PROP500666,Indore,Madhya Pradesh,Zone B,Builder Floor,1,1,2,1653,1901,2066,3813,6300000,63,Unfurnished,Under Construction,6,37,21,North-West,4,Power Backup|Club House|Gym|Children Play Area,Omaxe,New Property,27-09-2024,37,Yes,No,2,Yes,99acres
RES100153,PROP505893,Bhopal,Madhya Pradesh,Zone E,Independent House,2,2,3,1967,2262,2459,3691,7300000,73,Unfurnished,Ready to Move,34,36,18,West,7,Garden|Power Backup|Swimming Pool|Gym|Children Play Area|Car Parking|Lift,Sobha Limited,New Property,03-09-2022,357,Yes,Yes,2,Yes,Owner
RES100154,PROP503817,Coimbatore,Tamil Nadu,Zone G,Penthouse,4,4,5,2416,2778,3020,3728,9000000,90,Furnished,New Launch,2,4,12,North-East,7,Jogging Track|24x7 Security|Swimming Pool|Club House|Power Backup|Car Parking|Garden,Brigade Group,Resale,09-12-2023,284,Yes,Yes,2,No,Housing.com
RES100155,PROP504386,Chandigarh,Chandigarh,Zone B,Independent House,1,1,2,1472,1693,1840,4830,7100000,71,Semi-Furnished,Under Construction,17,36,13,North-West,4,Car Parking|Garden|24x7 Security|Lift,Kolte Patil,New Property,09-08-2023,392,Yes,No,2,Yes,Housing.com
RES100156,PROP500360,Jaipur,Rajasthan,Sirsi Road,Penthouse,2,2,3,1558,1792,1948,4757,7400000,74,Unfurnished,New Launch,6,12,3,North,4,Club House|Swimming Pool|Car Parking|Jogging Track,Mahindra Lifespaces,New Property,16-11-2024,330,Yes,Yes,1,Yes,99acres
RES100157,PROP502611,Hyderabad,Telangana,Manikonda,Independent House,4,4,5,2243,2579,2804,9414,21100000,211,Semi-Furnished,Under Construction,2,29,3,North-West,6,24x7 Security|Jogging Track|Children Play Area|Car Parking|Power Backup|Lift,Sobha Limited,Resale,15-11-2023,341,Yes,No,1,Yes,Owner
RES100158,PROP503634,Pune,Maharashtra,Viman Nagar,Apartment,5,5,5,2823,3246,3529,9715,27400000,274,Furnished,Ready to Move,8,39,20,West,5,Swimming Pool|Lift|Jogging Track|Power Backup|Club House,Lodha Group,Resale,02-01-2023,144,Yes,Yes,1,Yes,99acres
RES100159,PROP505855,Hyderabad,Telangana,Nallagandla,Penthouse,4,4,5,2017,2320,2521,6920,14000000,140,Furnished,New Launch,38,38,2,North,7,Swimming Pool|24x7 Security|Gym|Lift|Jogging Track|Power Backup|Club House,Prestige Group,New Property,02-10-2024,138,Yes,Yes,1,Yes,MagicBricks
RES100160,PROP504161,Vadodara,Gujarat,Zone H,Row House,4,4,5,2302,2647,2878,3406,7800000,78,Semi-Furnished,New Launch,18,27,0,North,4,Club House|Jogging Track|Swimming Pool|Garden,Emaar India,New Property,31-10-2024,269,Yes,No,1,Yes,MagicBricks
RES100161,PROP502083,Coimbatore,Tamil Nadu,Zone D,Penthouse,1,1,2,1774,2040,2218,4064,7200000,72,Furnished,Under Construction,11,40,13,North,3,Swimming Pool|Lift|24x7 Security,Mahindra Lifespaces,Resale,22-03-2025,286,Yes,Yes,1,No,Owner
RES100162,PROP504558,Hyderabad,Telangana,Nallagandla,Penthouse,3,3,4,1851,2129,2314,7019,13000000,130,Unfurnished,Ready to Move,39,39,21,South-West,6,Gym|Garden|Lift|Car Parking|24x7 Security|Children Play Area,Godrej Properties,Resale,25-05-2022,345,No,Yes,1,No,NoBroker
RES100163,PROP502279,Indore,Madhya Pradesh,Zone A,Studio,4,4,5,2305,2651,2881,3921,9000000,90,Semi-Furnished,Ready to Move,13,15,1,North-East,6,Children Play Area|Power Backup|24x7 Security|Car Parking|Swimming Pool|Gym,Tata Housing,Resale,09-02-2022,315,Yes,Yes,0,No,Owner
RES100164,PROP500829,Lucknow,Uttar Pradesh,Zone G,Builder Floor,1,1,2,1959,2253,2449,3688,7200000,72,Furnished,Ready to Move,18,20,9,South-East,7,Club House|Car Parking|Gym|Swimming Pool|24x7 Security|Garden|Power Backup,Raymond Realty,Resale,04-01-2024,201,No,Yes,2,Yes,NoBroker
RES100165,PROP502810,Indore,Madhya Pradesh,Zone I,Row House,5,5,5,3142,3613,3928,3664,11500000,115,Unfurnished,Ready to Move,4,5,0,West,3,Club House|Gym|Garden,Tata Housing,Resale,17-07-2025,244,Yes,No,1,Yes,MagicBricks
RES100166,PROP500425,Pune,Maharashtra,Wakad,Independent House,3,3,4,1754,2017,2192,8746,15300000,153,Unfurnished,Ready to Move,16,30,6,South-West,8,Children Play Area|Jogging Track|Power Backup|24x7 Security|Garden|Club House|Swimming Pool|Car Parking,Tata Housing,Resale,09-12-2022,399,Yes,No,1,Yes,Owner
RES100167,PROP501284,Kolkata,West Bengal,Behala,Row House,1,1,2,1202,1382,1502,9901,11900000,119,Semi-Furnished,New Launch,11,14,5,South,7,Car Parking|Lift|Swimming Pool|Club House|Children Play Area|Power Backup|24x7 Security,Brigade Group,Resale,19-11-2024,53,No,Yes,1,Yes,NoBroker
RES100168,PROP504350,Delhi,Delhi,Dwarka,Builder Floor,2,2,3,1773,2039,2216,7911,14000000,140,Unfurnished,Under Construction,13,14,2,South,4,Lift|Children Play Area|Jogging Track|Swimming Pool,Omaxe,New Property,17-09-2023,149,Yes,Yes,0,Yes,Owner
