rental_id,property_id,city,state,locality,property_type,bhk,bedrooms,bathrooms,carpet_area_sqft,built_up_area_sqft,monthly_rent_inr,security_deposit_inr,deposit_months,maintenance_charges,total_monthly_cost,rent_per_sqft,furnishing_status,available_from,preferred_tenant,non_veg_allowed,pets_allowed,floor_number,total_floors,facing,parking,amenities_count,listing_date,broker_required,brokerage_percent,annual_rent_inr,listing_source
RNT200110,PROP504598,Ahmedabad,Gujarat,Thaltej,Studio,3,3,4,1911,2198,15500,31000,2,2500,18000,8.11,Unfurnished,27-05-2024,Working Professionals,Yes,No,25,28,North,Yes,6,26-07-2023,Yes,0,186000,MagicBricks
RNT200111,PROP502786,Surat,Gujarat,Citylight,Apartment,3,3,4,2062,2371,12000,24000,2,3500,15500,5.82,Unfurnished,31-10-2025,Family,No,No,2,26,West,No,6,14-06-2023,Yes,2,144000,MagicBricks
RNT200112,PROP502037,Visakhapatnam,Andhra Pradesh,Zone E,Penthouse,5,5,5,2308,2654,21500,129000,6,0,21500,9.32,Unfurnished,29-04-2024,Any,No,Yes,21,38,North-West,Yes,4,22-08-2024,No,1,258000,Owner
RNT200113,PROP503655,Surat,Gujarat,Udhna,Apartment,2,2,3,1460,1679,11500,23000,2,3500,15000,7.88,Furnished,20-05-2025,Working Professionals,Yes,No,7,7,South-East,Yes,3,30-06-2025,Yes,1,138000,99acres
RNT200114,PROP503605,Bhopal,Madhya Pradesh,Zone C,Villa,1,1,2,1578,1815,8500,42500,5,0,8500,5.39,Semi-Furnished,23-06-2025,Family,Yes,No,39,40,North-East,Yes,8,13-12-2025,Yes,0,102000,Owner
RNT200115,PROP504700,Indore,Madhya Pradesh,Zone B,Penthouse,3,3,4,1730,1989,14500,72500,5,3000,17500,8.38,Furnished,20-09-2025,Any,Yes,Yes,2,16,East,Yes,7,07-06-2023,No,2,174000,Housing.com
RNT200116,PROP505321,Chennai,Tamil Nadu,Porur,Row House,1,1,2,1403,1613,15500,155000,10,3000,18500,11.05,Furnished,09-12-2025,Family,No,No,3,3,South,No,4,01-08-2024,No,0,186000,99acres
RNT200117,PROP504113,Kochi,Kerala,Zone F,Row House,2,2,3,1694,1948,9000,18000,2,2500,11500,5.31,Semi-Furnished,08-02-2025,Family,Yes,No,15,18,North-West,Yes,5,24-07-2023,Yes,0.5,108000,NoBroker
RNT200118,PROP505292,Nagpur,Maharashtra,Zone I,Penthouse,2,2,3,1794,2063,13000,65000,5,2000,15000,7.25,Furnished,05-09-2025,Working Professionals,Yes,No,29,34,West,Yes,4,21-05-2025,Yes,2,156000,MagicBricks
RNT200119,PROP502016,Pune,Maharashtra,Wakad,Apartment,4,4,5,2070,2380,31500,315000,10,2000,33500,15.22,Furnished,27-02-2024,Bachelors,Yes,Yes,14,20,North-West,Yes,4,27-05-2023,Yes,2,378000,MagicBricks
RNT200120,PROP501190,Chennai,Tamil Nadu,Chromepet,Row House,5,5,5,2381,2738,26500,265000,10,2000,28500,11.13,Furnished,09-01-2024,Family,Yes,Yes,8,9,North-East,No,4,29-09-2025,No,1,318000,NoBroker
RNT200121,PROP500533,Mumbai,Maharashtra,Andheri,Studio,3,3,4,1718,1976,95000,190000,2,0,95000,55.3,Furnished,15-02-2025,Family,No,No,8,14,East,Yes,5,18-03-2025,Yes,2,1140000,Housing.com
RNT200122,PROP501567,Chennai,Tamil Nadu,Anna Nagar,Villa,5,5,5,2674,3075,33500,335000,10,2000,35500,12.53,Furnished,12-02-2025,Bachelors,Yes,No,10,31,East,No,6,21-10-2025,Yes,1,402000,Owner
RNT200123,PROP503760,Chennai,Tamil Nadu,Velachery,Penthouse,1,1,2,1480,1702,10500,52500,5,3000,13500,7.09,Unfurnished,23-08-2024,Working Professionals,No,No,6,32,West,Yes,3,16-03-2025,No,0.5,126000,Owner
RNT200124,PROP500161,Bhopal,Madhya Pradesh,Zone F,Builder Floor,2,2,3,1842,2118,13000,26000,2,1500,14500,7.06,Unfurnished,11-08-2024,Bachelors,Yes,No,3,8,South-West,Yes,7,07-11-2023,Yes,2,156000,MagicBricks
RNT200125,PROP503472,Visakhapatnam,Andhra Pradesh,Zone D,Builder Floor,2,2,3,1686,1939,12000,72000,6,2500,14500,7.12,Semi-Furnished,01-12-2024,Working Professionals,Yes,No,15,26,South-West,No,3,27-03-2023,Yes,0,144000,MagicBricks
RNT200126,PROP500014,Coimbatore,Tamil Nadu,Zone D,Villa,4,4,5,2101,2416,18000,108000,6,2500,20500,8.57,Semi-Furnished,17-06-2025,Any,Yes,No,15,19,West,Yes,3,18-06-2023,Yes,0,216000,Housing.com
RNT200127,PROP501935,Indore,Madhya Pradesh,Zone H,Apartment,3,3,4,2242,2578,12000,72000,6,0,12000,5.35,Furnished,06-02-2025,Working Professionals,Yes,No,1,3,South-West,Yes,3,19-10-2023,No,2,144000,99acres
RNT200128,PROP503552,Coimbatore,Tamil Nadu,Zone F,Row House,1,1,2,1057,1216,9000,27000,3,1500,10500,8.51,Semi-Furnished,01-09-2025,Any,Yes,No,12,22,South-West,Yes,4,02-08-2025,No,0.5,108000,NoBroker
RNT200129,PROP501451,Bhopal,Madhya Pradesh,Zone B,Row House,2,2,3,1585,1823,10500,63000,6,0,10500,6.62,Unfurnished,29-05-2024,Bachelors,No,Yes,4,39,East,Yes,3,04-12-2024,Yes,1,126000,Housing.com
RNT200130,PROP505428,Lucknow,Uttar Pradesh,Zone D,Penthouse,4,4,5,2528,2907,15500,93000,6,0,15500,6.13,Semi-Furnished,15-11-2024,Working Professionals,Yes,No,6,17,South-West,No,8,23-08-2024,Yes,0.5,186000,NoBroker
RNT200131,PROP500647,Nagpur,Maharashtra,Zone E,Villa,5,5,5,2853,3281,23000,138000,6,3000,26000,8.06,Unfurnished,13-12-2024,Bachelors,Yes,Yes,1,2,North-West,Yes,8,17-11-2024,Yes,0,276000,MagicBricks
RNT200132,PROP504521,Delhi,Delhi,Connaught Place,Penthouse,3,3,4,1957,2251,40500,121500,3,1500,42000,20.69,Unfurnished,05-07-2024,Family,No,No,9,37,South-West,Yes,8,03-12-2023,Yes,0.5,486000,NoBroker
RNT200133,PROP504230,Visakhapatnam,Andhra Pradesh,Zone I,Apartment,2,2,3,1546,1778,11000,55000,5,3000,14000,7.12,Semi-Furnished,11-04-2025,Bachelors,Yes,No,5,14,East,Yes,7,14-10-2025,Yes,0.5,132000,NoBroker
RNT200134,PROP502557,Mumbai,Maharashtra,Kurla,Villa,3,3,4,2270,2610,56000,112000,2,2500,58500,24.67,Unfurnished,13-12-2025,Any,No,No,2,2,West,No,5,13-10-2025,Yes,0,672000,99acres
RNT200135,PROP503960,Ahmedabad,Gujarat,Chandkheda,Studio,1,1,2,1635,1880,13500,40500,3,3500,17000,8.26,Furnished,02-09-2025,Any,Yes,Yes,2,2,South,Yes,4,26-08-2024,No,0,162000,Housing.com
RNT200136,PROP505118,Surat,Gujarat,Citylight,Row House,2,2,3,1519,1747,12000,72000,6,2000,14000,7.9,Furnished,21-04-2024,Family,No,No,1,9,South-West,Yes,6,04-04-2025,Yes,0,144000,Owner
RNT200137,PROP505507,Mumbai,Maharashtra,Malad,Independent House,4,4,5,2289,2632,64000,384000,6,2500,66500,27.96,Unfurnished,30-09-2025,Bachelors,Yes,No,1,20,North-East,Yes,5,19-05-2025,Yes,1,768000,NoBroker
RNT200138,PROP504347,Vadodara,Gujarat,Zone B,Independent House,3,3,4,2189,2517,12500,125000,10,2000,14500,5.71,Semi-Furnished,22-10-2025,Bachelors,Yes,No,11,13,East,Yes,7,18-02-2025,Yes,2,150000,Owner
RNT200139,PROP500178,Bhopal,Madhya Pradesh,Zone I,Villa,3,3,4,2301,2646,15000,150000,10,1500,16500,6.52,Furnished,16-12-2024,Working Professionals,Yes,No,10,17,North-East,Yes,5,06-02-2024,Yes,2,180000,Owner
RNT200140,PROP502644,Kolkata,West Bengal,Rajarhat,Penthouse,4,4,5,2334,2684,24000,144000,6,0,24000,10.28,Semi-Furnished,30-09-2024,Any,Yes,Yes,1,2,South,No,7,12-11-2025,Yes,0.5,288000,NoBroker
RNT200141,PROP501525,Mumbai,Maharashtra,Malad,Villa,3,3,4,1740,2001,68500,205500,3,2000,70500,39.37,Furnished,12-03-2024,Any,Yes,No,25,28,North-West,Yes,3,05-01-2024,No,0,822000,Housing.com
RNT200142,PROP505049,Kolkata,West Bengal,Ballygunge,Independent House,5,5,5,2923,3361,26500,265000,10,3500,30000,9.07,Semi-Furnished,29-04-2025,Family,No,Yes,4,5,South-West,Yes,7,09-06-2023,Yes,1,318000,99acres
RNT200143,PROP501061,Kolkata,West Bengal,Rajarhat,Penthouse,2,2,3,1847,2124,20000,120000,6,2000,22000,10.83,Unfurnished,15-11-2024,Any,Yes,No,8,39,East,Yes,4,18-11-2025,Yes,0,240000,NoBroker
RNT200144,PROP501257,Jaipur,Rajasthan,Vaishali Nagar,Row House,2,2,3,1495,1719,15000,150000,10,3500,18500,10.03,Semi-Furnished,01-11-2025,Any,Yes,No,11,12,North-West,No,4,07-08-2024,No,2,180000,NoBroker
RNT200145,PROP505076,Bangalore,Karnataka,Whitefield,Studio,2,2,3,1489,1712,30500,91500,3,1500,32000,20.48,Furnished,11-11-2024,Working Professionals,No,Yes,1,5,West,Yes,6,18-10-2024,Yes,0.5,366000,Owner
RNT200146,PROP502853,Indore,Madhya Pradesh,Zone C,Penthouse,2,2,3,2064,2374,10000,100000,10,0,10000,4.84,Unfurnished,29-12-2024,Bachelors,No,Yes,25,32,South-West,Yes,3,29-04-2024,Yes,1,120000,MagicBricks
RNT200147,PROP502352,Pune,Maharashtra,Undri,Villa,3,3,4,2152,2475,28000,280000,10,0,28000,13.01,Unfurnished,06-10-2025,Working Professionals,No,No,3,34,South-East,Yes,7,03-11-2024,Yes,0,336000,MagicBricks
RNT200148,PROP504679,Hyderabad,Telangana,HITEC City,Builder Floor,2,2,3,1835,2110,22500,112500,5,3500,26000,12.26,Unfurnished,16-11-2025,Bachelors,No,No,3,30,West,Yes,5,10-06-2023,Yes,2,270000,NoBroker
RNT200149,PROP503001,Bhopal,Madhya Pradesh,Zone A,Independent House,2,2,3,1723,1981,10000,100000,10,2500,12500,5.8,Furnished,06-07-2025,Bachelors,Yes,No,5,17,West,No,3,28-11-2024,No,0,120000,NoBroker
RNT200150,PROP503996,Jaipur,Rajasthan,Sirsi Road,Villa,2,2,3,1524,1753,10000,50000,5,3000,13000,6.56,Unfurnished,02-09-2024,Any,Yes,Yes,2,2,West,Yes,3,31-07-2023,Yes,0.5,120000,MagicBricks
RNT200151,PROP501754,Pune,Maharashtra,Undri,Apartment,4,4,5,2415,2777,35500,71000,2,2000,37500,14.7,Unfurnished,08-05-2025,Bachelors,No,No,5,6,East,Yes,5,29-12-2024,Yes,0,426000,NoBroker
RNT200152,PROP505221,Kolkata,West Bengal,Salt Lake,Penthouse,4,4,5,1962,2256,28500,142500,5,3500,32000,14.53,Semi-Furnished,03-10-2024,Working Professionals,Yes,No,13,25,South,Yes,7,03-05-2023,Yes,0,342000,MagicBricks
RNT200153,PROP505211,Ahmedabad,Gujarat,Prahlad Nagar,Independent House,1,1,2,1387,1595,8500,25500,3,3500,12000,6.13,Semi-Furnished,04-03-2025,Bachelors,Yes,No,30,32,West,No,8,15-02-2024,No,1,102000,NoBroker
RNT200154,PROP501610,Mumbai,Maharashtra,Powai,Studio,2,2,3,1968,2263,66500,332500,5,0,66500,33.79,Furnished,12-09-2024,Any,Yes,No,5,19,South-East,No,3,11-02-2023,No,0,798000,99acres
RNT200155,PROP505707,Delhi,Delhi,Hauz Khas,Builder Floor,3,3,4,2209,2540,31000,62000,2,2500,33500,14.03,Unfurnished,30-10-2025,Any,Yes,Yes,30,40,West,Yes,7,10-12-2024,Yes,0.5,372000,Housing.com
RNT200156,PROP502712,Jaipur,Rajasthan,Tonk Road,Apartment,3,3,4,1597,1837,15500,46500,3,3500,19000,9.71,Unfurnished,16-10-2024,Working Professionals,No,Yes,3,5,West,Yes,4,05-05-2024,No,0.5,186000,99acres
RNT200157,PROP503404,Chandigarh,Chandigarh,Zone F,Apartment,2,2,3,1789,2057,15500,77500,5,1500,17000,8.66,Semi-Furnished,18-03-2025,Family,No,No,11,31,North,Yes,3,13-08-2025,No,0.5,186000,99acres
RNT200158,PROP501379,Hyderabad,Telangana,Kondapur,Apartment,3,3,4,2166,2491,27500,55000,2,3000,30500,12.7,Semi-Furnished,22-11-2024,Any,Yes,Yes,3,11,South-East,No,6,11-10-2025,No,1,330000,Owner
RNT200159,PROP505262,Hyderabad,Telangana,HITEC City,Studio,5,5,5,2406,2767,40500,202500,5,2500,43000,16.83,Semi-Furnished,18-02-2024,Bachelors,Yes,Yes,16,27,South-West,Yes,5,27-02-2024,No,0.5,486000,Housing.com
RNT200160,PROP501673,Visakhapatnam,Andhra Pradesh,Zone A,Builder Floor,1,1,2,1495,1719,7000,42000,6,0,7000,4.68,Furnished,21-01-2024,Any,Yes,No,4,14,South,Yes,6,07-02-2025,No,1,84000,99acres
RNT200161,PROP505070,Hyderabad,Telangana,Banjara Hills,Villa,1,1,2,1179,1356,17000,51000,3,1500,18500,14.42,Unfurnished,13-01-2024,Bachelors,No,No,6,7,South-West,Yes,5,04-08-2023,No,0,204000,NoBroker
RNT200162,PROP501704,Patna,Bihar,Zone G,Studio,2,2,3,1953,2246,15500,46500,3,2500,18000,7.94,Unfurnished,08-03-2025,Bachelors,No,No,6,40,South-West,Yes,5,08-12-2024,No,0,186000,MagicBricks
RNT200163,PROP505525,Mumbai,Maharashtra,Borivali,Independent House,2,2,3,1464,1684,46000,92000,2,2500,48500,31.42,Furnished,12-03-2024,Bachelors,Yes,Yes,1,27,North-East,Yes,4,29-10-2024,Yes,0,552000,NoBroker
RNT200164,PROP501360,Hyderabad,Telangana,Nallagandla,Independent House,2,2,3,1576,1812,31500,63000,2,0,31500,19.99,Furnished,14-10-2024,Any,No,No,1,8,North-West,No,4,24-06-2025,No,2,378000,Housing.com
RNT200165,PROP502214,Nagpur,Maharashtra,Zone H,Apartment,4,4,5,2472,2843,17500,175000,10,2500,20000,7.08,Semi-Furnished,24-07-2024,Any,No,Yes,10,11,North,Yes,7,22-07-2025,Yes,0,210000,Owner
RNT200166,PROP502634,Jaipur,Rajasthan,Malviya Nagar,Builder Floor,2,2,3,1480,1702,12500,25000,2,1500,14000,8.45,Semi-Furnished,02-04-2025,Any,Yes,No,10,20,South,Yes,6,29-06-2023,No,2,150000,99acres
RNT200167,PROP501611,Pune,Maharashtra,Pashan,Penthouse,4,4,5,2379,2736,24500,147000,6,3000,27500,10.3,Furnished,15-08-2024,Any,No,No,1,16,West,Yes,4,07-07-2025,Yes,0.5,294000,MagicBricks
RNT200168,PROP505638,Kolkata,West Bengal,New Town,Independent House,2,2,3,1830,2104,18500,55500,3,2500,21000,10.11,Semi-Furnished,27-04-2024,Working Professionals,No,No,5,8,East,Yes,6,26-04-2025,No,2,222000,99acres
RNT200169,PROP503080,Jaipur,Rajasthan,C Scheme,Apartment,3,3,4,2013,2315,14000,42000,3,2000,16000,6.95,Semi-Furnished,01-01-2024,Working Professionals,Yes,No,6,27,South-West,No,8,07-03-2024,No,2,168000,NoBroker
RNT200170,PROP503100,Visakhapatnam,Andhra Pradesh,Zone F,Studio,2,2,3,1644,1891,10500,63000,6,2500,13000,6.39,Furnished,10-02-2025,Working Professionals,No,Yes,15,17,West,Yes,7,03-08-2024,Yes,1,126000,MagicBricks
RNT200171,PROP501706,Coimbatore,Tamil Nadu,Zone C,Builder Floor,3,3,4,2005,2306,13000,26000,2,1500,14500,6.48,Semi-Furnished,21-02-2025,Any,Yes,No,4,9,East,Yes,5,17-05-2024,No,2,156000,Owner
RNT200172,PROP504371,Chandigarh,Chandigarh,Zone J,Row House,1,1,2,1040,1196,10500,63000,6,1500,12000,10.1,Semi-Furnished,20-10-2024,Bachelors,Yes,Yes,5,10,North,Yes,3,17-09-2023,No,0,126000,Housing.com
RNT200173,PROP503840,Delhi,Delhi,Hauz Khas,Apartment,2,2,3,1864,2144,31000,62000,2,2000,33000,16.63,Semi-Furnished,10-05-2025,Family,Yes,No,23,25,West,Yes,8,16-04-2023,Yes,0,372000,Owner
RNT200174,PROP501444,Mumbai,Maharashtra,Malad,Row House,3,3,4,2038,2344,50500,303000,6,1500,52000,24.78,Furnished,08-02-2024,Family,No,No,20,31,North-East,Yes,6,05-07-2024,No,2,606000,99acres
RNT200175,PROP501486,Chennai,Tamil Nadu,T Nagar,Builder Floor,1,1,2,1632,1877,14000,84000,6,1500,15500,8.58,Semi-Furnished,27-08-2024,Family,No,Yes,3,4,North,No,6,22-09-2024,No,0.5,168000,Owner
RNT200176,PROP500977,Lucknow,Uttar Pradesh,Zone B,Penthouse,4,4,5,2209,2540,12500,25000,2,3000,15500,5.66,Semi-Furnished,24-01-2025,Working Professionals,Yes,No,1,4,North,Yes,8,28-10-2023,No,0.5,150000,NoBroker
RNT200177,PROP500980,Hyderabad,Telangana,HITEC City,Apartment,2,2,3,1604,1845,21500,64500,3,1500,23000,13.4,Semi-Furnished,16-09-2025,Family,Yes,No,22,24,North-East,Yes,5,15-09-2025,Yes,0,258000,99acres
RNT200178,PROP504036,Vadodara,Gujarat,Zone A,Penthouse,2,2,3,1535,1765,12500,62500,5,2000,14500,8.14,Semi-Furnished,20-07-2025,Bachelors,No,Yes,22,23,East,Yes,5,04-09-2024,Yes,0.5,150000,Owner
RNT200179,PROP502277,Chennai,Tamil Nadu,Ambattur,Apartment,2,2,3,1527,1756,28000,168000,6,3000,31000,18.34,Furnished,17-04-2025,Working Professionals,Yes,No,8,14,North-East,Yes,8,12-06-2023,Yes,1,336000,MagicBricks
RNT200180,PROP500452,Coimbatore,Tamil Nadu,Zone G,Row House,3,3,4,1944,2236,15000,150000,10,2000,17000,7.72,Unfurnished,16-06-2025,Any,Yes,No,38,39,South-East,Yes,5,30-06-2023,Yes,1,180000,Owner
RNT200181,PROP504827,Bhopal,Madhya Pradesh,Zone I,Independent House,3,3,4,1908,2194,13500,27000,2,3000,16500,7.08,Semi-Furnished,11-04-2024,Family,Yes,No,3,12,East,Yes,8,27-01-2023,Yes,2,162000,Housing.com
RNT200182,PROP504106,Hyderabad,Telangana,Kukatpally,Villa,1,1,2,1738,1999,20000,100000,5,1500,21500,11.51,Semi-Furnished,02-02-2025,Working Professionals,Yes,No,6,8,North,Yes,4,09-10-2024,Yes,0,240000,NoBroker
RNT200183,PROP501666,Chandigarh,Chandigarh,Zone G,Villa,5,5,5,2946,3388,19500,97500,5,2000,21500,6.62,Unfurnished,24-01-2024,Bachelors,Yes,No,24,27,South-West,Yes,7,06-11-2025,No,0,234000,Housing.com
RNT200184,PROP500320,Jaipur,Rajasthan,C Scheme,Villa,3,3,4,2067,2377,13000,78000,6,0,13000,6.29,Unfurnished,06-10-2024,Any,Yes,No,4,7,North-East,Yes,5,19-09-2024,No,0.5,156000,MagicBricks
RNT200185,PROP505504,Vadodara,Gujarat,Zone H,Builder Floor,1,1,2,1156,1329,13000,78000,6,3000,16000,11.25,Semi-Furnished,26-09-2024,Family,Yes,Yes,1,7,East,No,8,30-05-2023,Yes,0,156000,Housing.com
RNT200186,PROP504014,Delhi,Delhi,Lajpat Nagar,Studio,5,5,5,2415,2777,43500,217500,5,2500,46000,18.01,Semi-Furnished,21-06-2025,Any,No,No,23,34,West,Yes,6,30-09-2025,Yes,0,522000,Housing.com
RNT200187,PROP502784,Patna,Bihar,Zone J,Apartment,2,2,3,1964,2259,17000,85000,5,0,17000,8.66,Furnished,27-06-2024,Family,Yes,No,2,8,East,Yes,5,24-12-2025,Yes,2,204000,NoBroker
RNT200188,PROP504376,Nagpur,Maharashtra,Zone E,Apartment,2,2,3,1705,1961,7500,22500,3,0,7500,4.4,Semi-Furnished,21-11-2025,Any,Yes,Yes,6,11,South-East,No,3,23-11-2024,Yes,2,90000,Housing.com
RNT200189,PROP502020,Mumbai,Maharashtra,Worli,Apartment,2,2,3,1681,1933,51500,103000,2,3000,54500,30.64,Unfurnished,27-10-2024,Family,Yes,No,11,24,South-West,Yes,5,07-03-2024,No,1,618000,Housing.com
RNT200190,PROP501885,Kochi,Kerala,Zone E,Builder Floor,4,4,5,2246,2583,20000,100000,5,0,20000,8.9,Unfurnished,19-12-2025,Family,Yes,No,26,35,South-East,No,5,02-06-2025,Yes,0,240000,MagicBricks
RNT200191,PROP505787,Surat,Gujarat,Citylight,Villa,3,3,4,2156,2479,18000,108000,6,3500,21500,8.35,Unfurnished,05-04-2024,Bachelors,No,Yes,8,28,South-West,No,4,12-01-2024,Yes,0,216000,NoBroker
RNT200192,PROP500935,Visakhapatnam,Andhra Pradesh,Zone G,Villa,3,3,4,2045,2352,15500,46500,3,2000,17500,7.58,Semi-Furnished,24-02-2025,Bachelors,No,Yes,7,18,East,Yes,6,14-05-2024,No,0,186000,99acres
RNT200193,PROP504107,Visakhapatnam,Andhra Pradesh,Zone C,Villa,1,1,2,1194,1373,13000,65000,5,3500,16500,10.89,Semi-Furnished,29-02-2024,Any,No,No,7,16,North-East,Yes,8,24-01-2025,Yes,0,156000,NoBroker
RNT200194,PROP502147,Bangalore,Karnataka,Sarjapur,Row House,3,3,4,1884,2167,29500,147500,5,0,29500,15.66,Unfurnished,04-02-2025,Working Professionals,No,Yes,4,11,South,Yes,3,19-04-2023,Yes,2,354000,Housing.com
RNT200195,PROP502369,Kochi,Kerala,Zone C,Villa,2,2,3,1449,1666,9000,90000,10,0,9000,6.21,Furnished,19-03-2024,Working Professionals,Yes,No,9,13,North,Yes,4,31-03-2023,Yes,2,108000,MagicBricks
RNT200196,PROP502976,Pune,Maharashtra,Kothrud,Apartment,2,2,3,1763,2027,27500,137500,5,3000,30500,15.6,Semi-Furnished,08-01-2024,Bachelors,Yes,Yes,27,35,South-East,Yes,4,08-01-2025,No,1,330000,Housing.com
RNT200197,PROP503549,Hyderabad,Telangana,Kukatpally,Penthouse,3,3,4,1705,1961,23000,69000,3,2000,25000,13.49,Unfurnished,21-11-2025,Family,Yes,No,31,34,South,Yes,6,20-07-2025,No,0.5,276000,Owner
RNT200198,PROP502378,Vadodara,Gujarat,Zone H,Studio,4,4,5,1864,2144,15000,75000,5,2000,17000,8.05,Unfurnished,26-01-2025,Working Professionals,No,No,2,10,North-West,Yes,7,08-10-2025,No,0,180000,Owner
RNT200199,PROP503499,Pune,Maharashtra,Baner,Row House,3,3,4,1788,2056,31000,310000,10,0,31000,17.34,Semi-Furnished,31-12-2024,Working Professionals,No,No,7,24,North,No,8,12-11-2025,No,0,372000,Housing.com
RNT200200,PROP500321,Hyderabad,Telangana,Banjara Hills,Independent House,1,1,2,1276,1467,17500,52500,3,0,17500,13.71,Unfurnished,19-09-2025,Working Professionals,Yes,Yes,20,31,South-West,Yes,4,06-04-2024,Yes,1,210000,Housing.com
RNT200201,PROP502655,Pune,Maharashtra,Kharadi,Independent House,1,1,2,1569,1804,24000,48000,2,2500,26500,15.3,Semi-Furnished,01-07-2024,Bachelors,No,No,25,30,South-East,No,7,27-07-2025,No,1,288000,Housing.com
RNT200202,PROP504776,Surat,Gujarat,Katargam,Studio,2,2,3,1396,1605,10000,50000,5,3000,13000,7.16,Furnished,11-01-2025,Any,Yes,Yes,8,18,North-East,No,6,30-04-2024,Yes,2,120000,Housing.com
RNT200203,PROP500150,Vadodara,Gujarat,Zone I,Studio,3,3,4,2459,2828,13500,67500,5,3500,17000,5.49,Semi-Furnished,07-03-2025,Working Professionals,Yes,Yes,21,32,North-West,Yes,6,01-06-2025,Yes,0,162000,Owner
RNT200204,PROP504626,Lucknow,Uttar Pradesh,Zone I,Apartment,2,2,3,2020,2323,10000,50000,5,1500,11500,4.95,Furnished,14-10-2024,Family,Yes,No,14,30,East,Yes,5,13-06-2025,No,1,120000,NoBroker
RNT200205,PROP502653,Kolkata,West Bengal,Park Street,Studio,3,3,4,2161,2485,25500,76500,3,3500,29000,11.8,Furnished,07-12-2024,Bachelors,Yes,No,2,15,South-East,Yes,6,01-10-2024,No,0.5,306000,Owner
RNT200206,PROP501118,Mumbai,Maharashtra,Bandra,Row House,4,4,5,2118,2436,94000,564000,6,3000,97000,44.38,Furnished,23-12-2025,Working Professionals,Yes,No,3,26,South,No,3,10-04-2023,No,0.5,1128000,Owner
RNT200207,PROP501231,Mumbai,Maharashtra,Worli,Villa,2,2,3,1932,2222,58000,174000,3,2500,60500,30.02,Semi-Furnished,04-08-2025,Working Professionals,No,No,1,2,South-East,Yes,6,05-06-2024,No,0,696000,Housing.com
RNT200208,PROP502937,Nagpur,Maharashtra,Zone A,Apartment,5,5,5,2563,2947,18000,180000,10,0,18000,7.02,Furnished,22-12-2024,Any,Yes,No,29,38,North,No,7,12-03-2025,No,0,216000,MagicBricks
RNT200209,PROP501775,Kolkata,West Bengal,Behala,Villa,3,3,4,1720,1978,24500,245000,10,0,24500,14.24,Unfurnished,30-03-2024,Working Professionals,No,Yes,22,40,North-West,Yes,3,24-04-2023,Yes,2,294000,Owner
RNT200210,PROP505882,Surat,Gujarat,Dindoli,Builder Floor,2,2,3,2128,2447,13000,65000,5,0,13000,6.11,Unfurnished,02-02-2024,Family,No,No,11,38,East,Yes,8,07-06-2023,Yes,1,156000,99acres
RNT200211,PROP505315,Lucknow,Uttar Pradesh,Zone A,Studio,2,2,3,1969,2264,13000,78000,6,1500,14500,6.6,Furnished,10-05-2025,Any,No,No,25,36,South,Yes,5,01-03-2023,No,0.5,156000,Housing.com
RNT200212,PROP503992,Bangalore,Karnataka,Koramangala,Independent House,3,3,4,2008,2309,40500,405000,10,2000,42500,20.17,Unfurnished,07-01-2025,Any,Yes,Yes,14,26,South,Yes,6,31-05-2025,No,0,486000,Owner
RNT200213,PROP505373,Ahmedabad,Gujarat,Bopal,Villa,2,2,3,1576,1812,19500,97500,5,2000,21500,12.37,Unfurnished,09-03-2024,Any,Yes,No,34,37,North-West,Yes,7,26-03-2025,Yes,1,234000,MagicBricks
RNT200214,PROP500360,Jaipur,Rajasthan,Sirsi Road,Penthouse,2,2,3,1558,1792,11500,34500,3,3000,14500,7.38,Semi-Furnished,31-03-2025,Working Professionals,Yes,No,6,12,North,Yes,4,02-10-2023,Yes,0,138000,99acres
RNT200215,PROP503233,Patna,Bihar,Zone C,Studio,1,1,2,1248,1435,8500,85000,10,3500,12000,6.81,Semi-Furnished,23-02-2024,Bachelors,Yes,No,7,35,East,Yes,8,09-02-2023,Yes,2,102000,Housing.com
RNT200216,PROP501958,Jaipur,Rajasthan,Vaishali Nagar,Studio,4,4,5,2454,2822,14500,72500,5,1500,16000,5.91,Semi-Furnished,14-12-2024,Any,Yes,Yes,13,36,North-West,Yes,7,03-10-2023,Yes,0,174000,99acres
RNT200217,PROP505241,Bhopal,Madhya Pradesh,Zone I,Row House,3,3,4,2073,2384,13500,135000,10,2000,15500,6.51,Semi-Furnished,07-06-2025,Bachelors,No,Yes,1,16,South-East,Yes,6,07-05-2023,No,0,162000,MagicBricks
RNT200218,PROP500261,Lucknow,Uttar Pradesh,Zone J,Row House,2,2,3,1726,1985,6000,60000,10,3500,9500,3.48,Semi-Furnished,10-11-2025,Bachelors,Yes,No,13,19,North,Yes,4,02-07-2025,No,0,72000,NoBroker
RNT200219,PROP504935,Surat,Gujarat,Katargam,Penthouse,3,3,4,2273,2614,16500,49500,3,2000,18500,7.26,Furnished,16-08-2024,Any,Yes,No,15,25,South-West,Yes,7,02-03-2023,Yes,2,198000,NoBroker
RNT200220,PROP501783,Pune,Maharashtra,Kharadi,Villa,3,3,4,1749,2011,32500,97500,3,1500,34000,18.58,Furnished,08-02-2024,Bachelors,Yes,Yes,9,13,South-West,No,4,12-04-2023,No,0,390000,MagicBricks
